"Date","Permit Number","Permit Type","Description","Status","Address",
"01/10/2020","20200100894","Res Pool Heat Pump","Heat pump","Closed","133 BALDWIN CT, PORT CHARLOTTE FL 33952",
"01/10/2020","20200100788","Res Pool Heat Pump","Customer provided heat pump","Closed","3608 BROOKLYN AVE, PORT CHARLOTTE FL 33952",
"01/09/2020","20200100767","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","26388 HONG KONG RD, PUNTA GORDA FL 33983",
"01/09/2020","20200100687","Res Pool Heat Pump","INSTALL NEW HEAT PUMP. ELECTRICAL SUBCONTRACTOR IS SOLO. SUB WORKSHEET WILL BE E MAILED.","Closed","1145 BOUNDS ST, PORT CHARLOTTE FL 33952",
"01/09/2020","20200100680","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","1301 DORCHESTER ST, PORT CHARLOTTE FL 33952",
"01/08/2020","20200100708","Res Pool Heat Pump","Install Heat Pump","Closed","25430 ORESTO CT, PUNTA GORDA FL 33955",
"01/08/2020","20200100653","Res Pool Heat Pump","Installing new pool heater","Closed","151 DANFORTH DR, PORT CHARLOTTE FL 33980",
"01/08/2020","20200100623","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","5601 DUNCAN RD, Clubhse, PUNTA GORDA FL 33982",
"01/08/2020","20200100616","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","8270 PARKSIDE DR, ENGLEWOOD FL 34224",
"01/08/2020","20200100601","Res Pool Heat Pump","Customer provided heat pump","Closed","15 WINDWARD TER, PLACIDA FL 33946",
"01/08/2020","20200100598","Res Pool Heat Pump","Customer provided electric heat pump","Closed","248 BROADMOOR LN, ROTONDA WEST FL 33947",
"01/08/2020","20200100581","Res Pool Heat Pump","Install a new pool heater. Electrical work performed by Dan Wellins Electric.","Closed","13138 ELEANOR AVE, PORT CHARLOTTE FL 33953",
"01/08/2020","20200100543","Res Pool Heat Pump","Installing Gulfstream 125K HI Heat Pump - Installing Cement Slab","Closed","56 BUNKER CT, ROTONDA WEST FL 33947",
"01/07/2020","20200100432","Res Pool Heat Pump","Heat pump change out same for same","Closed","15467 GREGUS AVE, PORT CHARLOTTE FL 33953",
"01/07/2020","20200100424","Res Pool Heat Pump","heat pump change out same for same","Closed","787 S ELLICOTT CIR, PORT CHARLOTTE FL 33952",
"01/07/2020","20200100398","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","284 COMSTOCK ST, PORT CHARLOTTE FL 33954",
"01/06/2020","20200100363","Res Pool Heat Pump","REPLACE SWIMMINGPOOL HEAT PUMP","Closed","27315 TIERRA DEL FUEGO CIR, PUNTA GORDA FL 33983",
"01/06/2020","20200100362","Res Pool Heat Pump","REPLACE HEAT PUMP","Closed","25381 TETHER LN, PUNTA GORDA FL 33983",
"01/06/2020","20200100357","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","205 BROADMOOR LN, ROTONDA WEST FL 33947",
"01/06/2020","20200100259","Res Pool Heat Pump","Customer provided heat pump","Closed","120 SPUR DR, ROTONDA WEST FL 33947",
"01/06/2020","20200100258","Res Pool Heat Pump","Customer provided heat pump","Closed","67 ROTONDA CIR, ROTONDA WEST FL 33947",
"01/06/2020","20200100252","Res Pool Heat Pump","Install Swimming Pool Heat Pump","Closed","2292 HAYWORTH RD, PORT CHARLOTTE FL 33952",
"01/03/2020","20200100216","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","9403 NEWNAN CIR, PORT CHARLOTTE FL 33981",
"01/03/2020","20200100142","Res Pool Heat Pump","INSTALL HEAT PUMP","Closed","27396 DEEP CREEK BLVD, PUNTA GORDA FL 33983",
"01/02/2020","20200100120","Res Pool Heat Pump","install new residential swimming pool heat pump","Closed","209 WEST PINE VALLEY LN, ROTONDA WEST FL 33947",
"01/02/2020","20200100115","Res Pool Heat Pump","POOL HEAT PUMP","Closed","654 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"01/02/2020","20200100112","Res Pool Heat Pump","BUILT RIGHT POOL HEATER","Closed","25430 ORESTO CT, PUNTA GORDA FL 33955",
"01/02/2020","20200100049","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","24032 CANAL ST, PORT CHARLOTTE FL 33980",
"01/02/2020","20200100043","Res Pool Heat Pump","heat pump change out","Closed","6136 VAN DINE ST, ENGLEWOOD FL 34224",
"01/02/2020","20200100042","Res Pool Heat Pump","INSTALL BUILT RIGHT BR135XW POOL HEAT PUMP & ELECTRIC BREAKER","Closed","8575 GASPARILLA RD, PORT CHARLOTTE FL 33981",
"01/02/2020","20200100040","Res Pool Heat Pump","Customer provided equipment","Closed","268 MARINER LN, ROTONDA WEST FL 33947",
"01/02/2020","20200100038","Res Pool Heat Pump","Customer provided equipment","Closed","14242 WHITESIDES AVE, PORT CHARLOTTE FL 33953",
"01/02/2020","20200100021","Res Pool Heat Pump","SWITCH OUT HEAT PUMP FOR POOL HARDWIRE WHIP TO EXISITING SUB PANEL 45AMP 240VOLT","Closed","234 STRASBURG DR, PORT CHARLOTTE FL 33954",
"12/31/2019","20191231536","Res Pool Heat Pump","Customer provided heat pump","Closed","862 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/31/2019","20191231458","Res Pool Heat Pump","Install new pool heater. Dan Wellins Electric is the subcontractor on this job.","Closed","26228 CHESTERFIELD RD, PUNTA GORDA FL 33983",
"12/31/2019","20191231452","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","4670 GRASSY POINT BLVD, PORT CHARLOTTE FL 33952",
"12/30/2019","20191231326","Res Pool Heat Pump","Customer provided heat pump","Closed","17000 OHARA DR, PORT CHARLOTTE FL 33948",
"12/30/2019","20191231325","Res Pool Heat Pump","Customer provided heat pump","Closed","47 SPORTSMAN LN, ROTONDA WEST FL 33947",
"12/26/2019","20191231243","Res Pool Heat Pump","Installing new pool heater. Electric will be done by Dan Wellins Electric.","Closed","7069 FANCY ST, ENGLEWOOD FL 34224",
"12/26/2019","20191231233","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","344 SAN CRISTOBAL AVE, PUNTA GORDA FL 33983",
"12/24/2019","20191231156","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","18254 BRACKEN CIR, PORT CHARLOTTE FL 33948",
"12/24/2019","20191231152","Res Pool Heat Pump","Heat pump change out","Closed","121 WESTWIND DR, PLACIDA FL 33946",
"12/24/2019","20191231143","Res Pool Heat Pump","Heat pump replacement","Closed","5449 KENNEL ST, PORT CHARLOTTE FL 33981",
"12/23/2019","20191231131","Res Pool Heat Pump","Heat pump","Closed","4253 RIVER BANK WAY, PORT CHARLOTTE FL 33980",
"12/23/2019","20191231125","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","18834 AYRSHIRE CIR, PORT CHARLOTTE FL 33948",
"12/23/2019","20191231116","Res Pool Heat Pump","Pool heat pump install","Closed","807 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/23/2019","20191231115","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","3425 ETHLYN LN, ROTONDA WEST FL 33947",
"12/23/2019","20191231110","Res Pool Heat Pump","INSTALL 110K GULF STREAM HEAT PUMP","Closed","13136 RIDGELY CIR, PORT CHARLOTTE FL 33981",
"12/23/2019","20191231049","Res Pool Heat Pump","Install pool heater","Closed","4460 BELFOUNTAIN ST, PORT CHARLOTTE FL 33948",
"12/20/2019","20191231029","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","2247 OBERON LN, PUNTA GORDA FL 33983",
"12/20/2019","20191231016","Res Pool Heat Pump","Customer provided heat pump","Closed","10632 AYEAR RD, PORT CHARLOTTE FL 33981",
"12/20/2019","20191231015","Res Pool Heat Pump","Customer provided heat pump","Closed","28 LEEWARD DR, PLACIDA FL 33946",
"12/20/2019","20191230968","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","10492 GULFSTREAM BLVD, ENGLEWOOD FL 34224",
"12/19/2019","20191230949","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Expired","24518 WALLABY LN, PUNTA GORDA FL 33955",
"12/19/2019","20191230915","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","434 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/19/2019","20191230865","Res Pool Heat Pump","Customer provided heat pump","Closed","27159 TIERRA DEL FUEGO CIR, PUNTA GORDA FL 33983",
"12/18/2019","20191231176","Res Pool Heat Pump","install heater","Issued","126 CREVALLE RD, ROTONDA WEST FL 33947",
"12/18/2019","20191230834","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Closed","2177 AMARILLO LN, PUNTA GORDA FL 33983",
"12/18/2019","20191230812","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","129 CAMBRIDGE DR, PORT CHARLOTTE FL 33952",
"12/18/2019","20191230801","Res Pool Heat Pump","Installation of Heat Pump","Closed","8945 BANTRY BAY BLVD, ENGLEWOOD FL 34224",
"12/18/2019","20191230714","Res Pool Heat Pump","Customer provided heat pump","Closed","2673 PORTIA RD, ENGLEWOOD FL 34224",
"12/18/2019","20191230713","Res Pool Heat Pump","Customer provided heat pump","Closed","11 WINDWARD TER, PLACIDA FL 33946",
"12/18/2019","20191230712","Res Pool Heat Pump","Customer provided heat pump","Closed","4420 GARDNER DR, PORT CHARLOTTE FL 33952",
"12/17/2019","20191230685","Res Pool Heat Pump","REPLACE POOL HEAT PUMP","Closed","22523 FORTUNE AVE, PORT CHARLOTTE FL 33954",
"12/17/2019","20191230675","Res Pool Heat Pump","Heat pump","Closed","26395 ASUNCION DR, PUNTA GORDA FL 33983",
"12/17/2019","20191230664","Res Pool Heat Pump","INSTALL NEW POOL HEAT PUMP AND PAD--ELECTRICIAN PULLING OWN PERMIT","Closed","22273 NIAGARA AVE, PORT CHARLOTTE FL 33952",
"12/17/2019","20191230633","Res Pool Heat Pump","Heat Pump","Closed","26328 DEEP CREEK BLVD, PUNTA GORDA FL 33983",
"12/16/2019","20191230554","Res Pool Heat Pump","Customer provided heat pump","Closed","27245 PUNO DR, PUNTA GORDA FL 33983",
"12/16/2019","20191230547","Res Pool Heat Pump","INSTALL POOL HEAT PUMP WITH CIRCUIT BREAKER","Closed","19053 COCHRAN BLVD, PORT CHARLOTTE FL 33948",
"12/14/2019","20191230497","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","17043 TORREON LN, PUNTA GORDA FL 33955",
"12/14/2019","20191230496","Res Pool Heat Pump","CLUBHOUSE: INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","27110 JONES LOOP RD, Clubhse, PUNTA GORDA FL 33982",
"12/13/2019","20191230486","Res Pool Heat Pump","Customer provided heat pump","Closed","4260 CAPE HAZE DR, PLACIDA FL 33946",
"12/13/2019","20191230485","Res Pool Heat Pump","Customer provided heat pump","Closed","21152 HIGGS DR, PORT CHARLOTTE FL 33952",
"12/13/2019","20191230484","Res Pool Heat Pump","Customer provided heat pump","Closed","16 BUNKER CIR, ROTONDA WEST FL 33947",
"12/13/2019","20191230481","Res Pool Heat Pump","Heat Pump","Closed","25259 LAHORE LN, PUNTA GORDA FL 33983",
"12/13/2019","20191230393","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","2437 CANNOLOT BLVD, PORT CHARLOTTE FL 33948",
"12/12/2019","20191230338","Res Pool Heat Pump","Customer provided heat pump","Closed","7177 BARGELLO ST, ENGLEWOOD FL 34224",
"12/12/2019","20191230335","Res Pool Heat Pump","Customer provided heat pump","Closed","7308 SPINNAKER BLVD, ENGLEWOOD FL 34224",
"12/12/2019","20191230334","Res Pool Heat Pump","Customer provided heat pump","Closed","113 KINGS DR, ROTONDA WEST FL 33947",
"12/12/2019","20191230333","Res Pool Heat Pump","Customer provided heat pump","Closed","9596 MIAMI CIR, PORT CHARLOTTE FL 33981",
"12/12/2019","20191230329","Res Pool Heat Pump","Heat pump replacement","Closed","12184 CORPORAL CIR, PORT CHARLOTTE FL 33953",
"12/12/2019","20191230314","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","18218 BRAZIL AVE, PORT CHARLOTTE FL 33948",
"12/12/2019","20191230293","Res Pool Heat Pump","PLUMB IN ONLY FOR A 110K Heat pump.  Electrical under a separate permit #20191229948","Closed","879 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/11/2019","20191230231","Res Pool Heat Pump","Install Built Right Pool Heater","Closed","13478 INGRAHAM BLVD, PORT CHARLOTTE FL 33981",
"12/11/2019","20191230169","Res Pool Heat Pump","110k BTU Gulfstream Heat pump","Closed","1188 MARACAIBO ST, PORT CHARLOTTE FL 33980",
"12/11/2019","20191230163","Res Pool Heat Pump","Customer provided heat pump","Closed","21222 MULBERRY AVE, PORT CHARLOTTE FL 33952",
"12/11/2019","20191230162","Res Pool Heat Pump","Customer provided heat pump","Closed","9082 APPLE VALLEY AVE, ENGLEWOOD FL 34224",
"12/10/2019","20191230139","Res Pool Heat Pump","Heat Pump","Closed","26436 VERSAILLE CT, PUNTA GORDA FL 33983",
"12/10/2019","20191230121","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","428 ALBATROSS RD, ROTONDA WEST FL 33947",
"12/10/2019","20191230093","Res Pool Heat Pump","INSTALL HEAT PUMP TO SWIMMING POOL","Closed","25495 LACROSSE LN, PUNTA GORDA FL 33983",
"12/10/2019","20191230014","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","240 SAN CRISTOBAL AVE, PUNTA GORDA FL 33983",
"12/09/2019","20191230000","Res Pool Heat Pump","New Pool heater installation, Electrical will be done by Empire Electric.","Closed","2161 CALCUTTA RD, PUNTA GORDA FL 33983",
"12/09/2019","20191229993","Res Pool Heat Pump","install heat pump and subcontract election","Closed","68 PINEHURST PL, ROTONDA WEST FL 33947",
"12/09/2019","20191229991","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","9188 SPRING CIR, PORT CHARLOTTE FL 33981",
"12/09/2019","20191229974","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","14574 LILLIAN CIR, PORT CHARLOTTE FL 33981",
"12/09/2019","20191229946","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","121 ORLANDO BLVD, PORT CHARLOTTE FL 33954",
"12/09/2019","20191229944","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","23150 RUBY AVE, PORT CHARLOTTE FL 33952",
"12/09/2019","20191229937","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","16150 WILDWOOD CT, PUNTA GORDA FL 33982",
"12/09/2019","20191229891","Res Pool Heat Pump","INSTALLING NEW 135,000 BTU POOL HEATER AND RUNNING ELECTRIC","Closed","11028 SUNNYDALE AVE, ENGLEWOOD FL 34224",
"12/09/2019","20191229885","Res Pool Heat Pump","INSTALLING NEW 135,000 BTU POOL HEATER AND RUNNING ELECTRIC","Expired","241 MARINER LN, ROTONDA WEST FL 33947",
"12/09/2019","20191229880","Res Pool Heat Pump","Customer provided pool heat pump","Closed","8090 CASA DE MEADOWS DR, ENGLEWOOD FL 34224",
"12/09/2019","20191229874","Res Pool Heat Pump","Customer provided heat pump","Closed","52 MEDALIST CIR, ROTONDA WEST FL 33947",
"12/06/2019","20191229843","Res Pool Heat Pump","Installation of pool heat pump plumbing","Closed","879 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/06/2019","20191229829","Res Pool Heat Pump","install pool heat pump","Closed","9300 ARNAZ CIR, PORT CHARLOTTE FL 33981",
"12/06/2019","20191229803","Res Pool Heat Pump","Installation of pool heat pump plumbing","Issued","509 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/06/2019","20191229771","Res Pool Heat Pump","customer provided heat pump replacement","Closed","196 BROADMOOR LN, ROTONDA WEST FL 33947",
"12/06/2019","20191229770","Res Pool Heat Pump","Customer provided heat pump","Closed","12 BROADMOOR RD, ROTONDA WEST FL 33947",
"12/05/2019","20191230099","Res Pool Heat Pump","installing pool heater (electric)","Issued","6262 BLACKBERRY ST, ENGLEWOOD FL 34224",
"12/05/2019","20191229849","Res Pool Heat Pump","REPLACE HEAT PUMP TO SWIMMING POOL","Closed","18865 MCGRATH CIR, PORT CHARLOTTE FL 33948",
"12/05/2019","20191229713","Res Pool Heat Pump","replacement pool heat pump","Closed","18110 POSTON AVE, PORT CHARLOTTE FL 33948",
"12/05/2019","20191229648","Res Pool Heat Pump","Heat pump replacement","Closed","293 FRY TER, PORT CHARLOTTE FL 33952",
"12/04/2019","20191229627","Res Pool Heat Pump","Replace existing pool heat pump","Closed","538 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/04/2019","20191229611","Res Pool Heat Pump","install pool heat pump","Closed","16 SPORTSMAN WAY, ROTONDA WEST FL 33947",
"12/04/2019","20191229578","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Closed","3254 YUKON DR, PORT CHARLOTTE FL 33948",
"12/04/2019","20191229566","Res Pool Heat Pump","Heat Pump","Closed","164 BALDWIN CT, PORT CHARLOTTE FL 33952",
"12/04/2019","20191229556","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","3456 HIGHLANDS RD, PUNTA GORDA FL 33983",
"12/04/2019","20191229540","Res Pool Heat Pump","Heat Pump","Closed","27420 EGRET PL, PUNTA GORDA FL 33983",
"12/04/2019","20191229535","Res Pool Heat Pump","Customer provided heat pump","Closed","23046 WORTH AVE, PORT CHARLOTTE FL 33954",
"12/04/2019","20191229520","Res Pool Heat Pump","Customer provided electric heat pump replacement","Closed","18146 GRACE AVE, PORT CHARLOTTE FL 33948",
"12/03/2019","20191229450","Res Pool Heat Pump","Install Swimming pool heat pump","Closed","2288 PRAGUE LN, PUNTA GORDA FL 33983",
"12/03/2019","20191229422","Res Pool Heat Pump","Heat Pump","Closed","4072 MICHEL TREE ST, PORT CHARLOTTE FL 33948",
"12/02/2019","20191229373","Res Pool Heat Pump","Install 110k BTU Heat pump","Closed","215 JENNIFER DR, ROTONDA WEST FL 33947",
"12/02/2019","20191229367","Res Pool Heat Pump","install heat pump and subcontract electrician","Closed","5377 BURGNER ST, PORT CHARLOTTE FL 33981",
"12/02/2019","20191229338","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","9 AMBERJACK TER, PLACIDA FL 33946",
"12/02/2019","20191229323","Res Pool Heat Pump","INSTALL BUILT RIGHT BR115XW POOL HEAT PUMP, BREAKER FOR HEAT PUMP","Closed","806 SPRING LAKE BLVD, PORT CHARLOTTE FL 33952",
"12/02/2019","20191229283","Res Pool Heat Pump","Cutomer provided electric heat pump","Closed","183 APPIAN ST, PORT CHARLOTTE FL 33954",
"11/27/2019","20191129239","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","21319 BASSETT AVE, PORT CHARLOTTE FL 33952",
"11/27/2019","20191129232","Res Pool Heat Pump","Electric heat pump install","Closed","27365 PUNO DR, PUNTA GORDA FL 33983",
"11/27/2019","20191129230","Res Pool Heat Pump","INSTALLATION OF SWIMMIMG POOL HEAT PUMP, PLUMBING ONLY.","Closed","2310 MANGROVE RD, PUNTA GORDA FL 33982",
"11/27/2019","20191129224","Res Pool Heat Pump","Install new pool heat pump","Closed","127 GRAHAM ST SW, PORT CHARLOTTE FL 33952",
"11/26/2019","20191129154","Res Pool Heat Pump","Customer provided electric heat pump","Closed","319 KINDRED BLVD, PORT CHARLOTTE FL 33954",
"11/26/2019","20191129152","Res Pool Heat Pump","Customer provided electric heat pump","Closed","21209 BASSETT AVE, PORT CHARLOTTE FL 33952",
"11/26/2019","20191129117","Res Pool Heat Pump","Remove pool heater and install new heater in the same place.","Closed","571 CORAL CREEK DR, PLACIDA FL 33946",
"11/26/2019","20191129091","Res Pool Heat Pump","Heat Pump","Closed","1332 ANNETTE ST, PORT CHARLOTTE FL 33980",
"11/25/2019","20191129009","Res Pool Heat Pump","110k heater gulfstream","Closed","913 TROPICAL AVE, PORT CHARLOTTE FL 33948",
"11/25/2019","20191129007","Res Pool Heat Pump","110k heater gulf stream","Closed","2784 JACOBS ST, PORT CHARLOTTE FL 33953",
"11/25/2019","20191129004","Res Pool Heat Pump","install 110k heat pump","Closed","2338 SUNNINGLOW ST, PORT CHARLOTTE FL 33948",
"11/25/2019","20191128955","Res Pool Heat Pump","INSTALL NEW HEAT PUMP","Closed","2800 PALM DR, PUNTA GORDA FL 33950",
"11/25/2019","20191128950","Res Pool Heat Pump","Install new pool heat pump","Closed","1058 GUILD ST, PORT CHARLOTTE FL 33952",
"11/25/2019","20191128944","Res Pool Heat Pump","Removing And Replacing Pool Heater","Closed","3590 PENNYROYAL RD, PORT CHARLOTTE FL 33953",
"11/25/2019","20191128935","Res Pool Heat Pump","Customer provided electric heat pump","Closed","13255 FORESMAN BLVD, PORT CHARLOTTE FL 33981",
"11/25/2019","20191128933","Res Pool Heat Pump","Customer provided electric heat pump","Closed","293 MARINER LN, ROTONDA WEST FL 33947",
"11/25/2019","20191128931","Res Pool Heat Pump","Customer provided electric heat pump","Closed","18 PINEHURST PL, ROTONDA WEST FL 33947",
"11/25/2019","20191128927","Res Pool Heat Pump","Customer provided electric heat pump","Closed","16405 PYRENESS LN, PUNTA GORDA FL 33955",
"11/23/2019","20191128917","Res Pool Heat Pump","Installing New 135,000 Btu Pool Heater And Running Electric","Closed","2423 BENDWAY DR, PORT CHARLOTTE FL 33948",
"11/22/2019","20191128882","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","8066 WILTSHIRE DR, PORT CHARLOTTE FL 33981",
"11/22/2019","20191128828","Res Pool Heat Pump","Customer provided heat pump","Closed","2250 LAKESHORE CIR, PORT CHARLOTTE FL 33952",
"11/21/2019","20191128822","Res Pool Heat Pump","Install new pool pump heater","Closed","1436 BLUE LAKE CIR, PUNTA GORDA FL 33983",
"11/21/2019","20191128807","Res Pool Heat Pump","Replace an existing pool heat pump.","Closed","843 ROTONDA CIR, ROTONDA WEST FL 33947",
"11/21/2019","20191128794","Res Pool Heat Pump","Heat Pump","Closed","965 BAYARD TER, PORT CHARLOTTE FL 33948",
"11/21/2019","20191128742","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2158 AMARILLO LN, PUNTA GORDA FL 33983",
"11/20/2019","20191128688","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","10123 AMELIA AVE, ENGLEWOOD FL 34224",
"11/20/2019","20191128669","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","7191 BEARDSLEY ST, ENGLEWOOD FL 34224",
"11/20/2019","20191128665","Res Pool Heat Pump","Heat Pump","Closed","2989 CABARET ST, Port Charlotte FL 33948",
"11/20/2019","20191128600","Res Pool Heat Pump","replace pool heat pump","Closed","75 ROTONDA CIR, ROTONDA WEST FL 33947",
"11/20/2019","20191128597","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","13463 FORESMAN BLVD, PORT CHARLOTTE FL 33981",
"11/20/2019","20191128595","Res Pool Heat Pump","replace existing pool heat pump","Closed","67 PINE VALLEY CT, ROTONDA WEST FL 33947",
"11/20/2019","20191128594","Res Pool Heat Pump","Heat Pump","Closed","312 CORRIENTES CIR, PUNTA GORDA FL 33983",
"11/20/2019","20191128573","Res Pool Heat Pump","Customer provided electric heat pump","Closed","166 CEYENNE ST, PUNTA GORDA FL 33983",
"11/20/2019","20191128570","Res Pool Heat Pump","Customer provided electric heat pump","Closed","336 FLETCHER ST, PORT CHARLOTTE FL 33954",
"11/19/2019","20191128555","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","108 BALDWIN CT, PORT CHARLOTTE FL 33952",
"11/19/2019","20191128549","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2220 BROAD RANCH DR, PORT CHARLOTTE FL 33948",
"11/19/2019","20191128527","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","3600 ROWLAND DR, PORT CHARLOTTE FL 33980",
"11/19/2019","20191128495","Res Pool Heat Pump","REPLACE EXISTING POOL HEAT PUMP","Closed","13624 CLARA LN, PORT CHARLOTTE FL 33981",
"11/19/2019","20191128495","Res Pool Heat Pump","REPLACE EXISTING POOL HEAT PUMP","Closed","13624 CLARA LN, PORT CHARLOTTE FL 33981",
"11/16/2019","20191128347","Res Pool Heat Pump","install new residential swimming pool heat pump","Closed","15 GOLFVIEW PL, ROTONDA WEST FL 33947",
"11/15/2019","20191128333","Res Pool Heat Pump","Customer provided electric heat pump","Closed","1046 KANT ST, ENGLEWOOD FL 34224",
"11/15/2019","20191128284","Res Pool Heat Pump","Heat Pump","Closed","23260 MCNAMEE AVE, PORT CHARLOTTE FL 33980",
"11/15/2019","20191128252","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","3561 PENNYROYAL RD, PORT CHARLOTTE FL 33953",
"11/14/2019","20191128241","Res Pool Heat Pump","New installation of pool heater. Electrical being completed by Bridges Electric. Sub contractor worksheet will be emailed.","Closed","26098 RAMPART BLVD, PUNTA GORDA FL 33983",
"11/14/2019","20191128233","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","13445 PULLEN AVE, PORT CHARLOTTE FL 33953",
"11/14/2019","20191128194","Res Pool Heat Pump","INSTALL NEW HEAT PUMP","Closed","25260 ROLAND LN, PUNTA GORDA FL 33955",
"11/14/2019","20191128185","Res Pool Heat Pump","Install Heat Pump","Closed","25138 REMUS CT, PUNTA GORDA FL 33983",
"11/14/2019","20191128143","Res Pool Heat Pump","Customer provided heat pump","Closed","1157 SALINA AVE, PORT CHARLOTTE FL 33948",
"11/14/2019","20191128141","Res Pool Heat Pump","Customer provide heat pump","Closed","7507 LIGHTHOUSE ST, ENGLEWOOD FL 34224",
"11/14/2019","20191128139","Res Pool Heat Pump","Customer provided heat pump","Closed","13647 FORESMAN BLVD, PORT CHARLOTTE FL 33981",
"11/14/2019","20191128126","Res Pool Heat Pump","Installing Residential Pool Heat Pump.","Closed","146 ALBATROSS RD, ROTONDA WEST FL 33947",
"11/12/2019","20191127958","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","3673 PEACE RIVER DR, PUNTA GORDA FL 33983",
"11/12/2019","20191127903","Res Pool Heat Pump","Customer provided electric heat pump","Closed","264 KENSINGTON ST, PORT CHARLOTTE FL 33954",
