"Date","Permit Number","Permit Type","Description","Status","Address",
"10/22/2017","20171022909","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL, PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","12270 HELICON AVE, PORT CHARLOTTE FL 33981",
"10/20/2017","20171022825","Residential Swimming Pool","SWIMMING POOL WITH POOL BARRIER","Closed","11353 CLAGGETT AVE, PORT CHARLOTTE FL 33981",
"10/20/2017","20171022824","Residential Swimming Pool","SWIMMING POOL WITH A POOL BARRIER","Closed","13144 WINDCREST DR, PORT CHARLOTTE FL 33953",
"10/20/2017","20171022822","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARMS","Closed","9157 GENESEE ST, PORT CHARLOTTE FL 33981",
"10/20/2017","20171022821","Residential Swimming Pool","IN-GROUND SWIMMING POOL W/ALARMS","Closed","1190 MARCH DR, PORT CHARLOTTE FL 33953",
"10/20/2017","20171022820","Residential Swimming Pool","SWIMMING POOL WITH POOL BARRIER","Closed","8276 AWIN CT, PORT CHARLOTTE FL 33981",
"10/20/2017","20171022818","Residential Swimming Pool","SWIMMING POOL WITH A POOL BARRIER","Closed","18 PAR VIEW CT, ROTONDA WEST FL 33947",
"10/19/2017","20171022814","Residential Swimming Pool","E-PERMIT                                                                INSTALL SWIMMING POOL, PAVER BRICK DECK         & RETAINING WALL IF REQUIRED","Closed","9324 NASTRAND CIR, PORT CHARLOTTE FL 33981",
"10/18/2017","20171022666","Residential Swimming Pool","Install swimming pool equipped with exit alarm  SFR#20150711918","Closed","68 WHITE MARSH LN, ROTONDA WEST FL 33947",
"10/18/2017","20171022654","Residential Swimming Pool","INSTALL SWIMMING POOL","Closed","74 PINEHURST CT, ROTONDA WEST FL 33947",
"10/18/2017","20171022650","Residential Swimming Pool","SWIMMING POOL AND DECK","Closed","10354 WINNIPEG ST, PORT CHARLOTTE FL 33981",
"10/18/2017","20171022623","Residential Swimming Pool","Swimming Pool With Exit Alarms","Closed","10250 OAK HAMMOCK DR, PUNTA GORDA FL 33950",
"10/16/2017","20171022467","Residential Swimming Pool","INSTALL SWIMMING POOL","Closed","5205 CHANDLER TER, PORT CHARLOTTE FL 33981",
"10/15/2017","20171022381","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","9314 MIGUE CIR, PORT CHARLOTTE FL 33981",
"10/15/2017","20171022379","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","14094 EDSEL DR, PORT CHARLOTTE FL 33981",
"10/15/2017","20171022378","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","9332 MIAMI CIR, PORT CHARLOTTE FL 33981",
"10/13/2017","20171022337","Residential Swimming Pool","INSTALL IN-GOUND SWIMMING POOL W/EXIT ALARMS","Closed","16173 LIMEGROVE CT, PUNTA GORDA FL 33955",
"10/13/2017","20171022291","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","9517 GALAXIE CIR, PORT CHARLOTTE FL 33981",
"10/12/2017","20171022256","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","281 INDIAN CREEK DR, ROTONDA WEST FL 33947",
"10/12/2017","20171022247","Residential Swimming Pool","E-PERMIT  INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","9233 SANTA LUCIA DR, PORT CHARLOTTE FL 33981",
"10/12/2017","20171022244","Residential Swimming Pool","SWIMMING POOL AND DECK","Closed","10500 MCALESTER CIR, PORT CHARLOTTE FL 33981",
"10/12/2017","20171022228","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","27241 GUAPORE DR, PUNTA GORDA FL 33983",
"10/12/2017","20171022205","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","C of Completion Issued","42322 LAKE TIMBER DR, Punta Gorda FL 33982",
"10/12/2017","20171022194","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","168 APOLLO DR, ROTONDA WEST FL 33947",
"10/12/2017","20171022193","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","170 APOLLO DR, ROTONDA WEST FL 33947",
"10/12/2017","20171022190","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","130 WAHOO DR, ROTONDA WEST FL 33947",
"10/11/2017","20171022111","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","14245 APPLETON BLVD, PORT CHARLOTTE FL 33981",
"10/11/2017","20171022106","Residential Swimming Pool","New Swimming Pool with Pool Barrier","Closed","283 INDIAN CREEK DR, ROTONDA WEST FL 33947",
"10/10/2017","20171022028","Residential Swimming Pool","E-Permit:  Pool, Sandset Paver Deck","Closed","2474 COMO ST, PORT CHARLOTTE FL 33948",
"10/10/2017","20171021993","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARMS","Closed","2124 LA PALMA AVE, Port Charlotte FL 33953",
"10/09/2017","20171021946","Residential Swimming Pool","E-PERMIT                                                               INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","15460 ALSASK CIR, PORT CHARLOTTE FL 33981",
"10/09/2017","20171021932","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","7419 MILL TER, PORT CHARLOTTE FL 33981",
"10/09/2017","20171021901","Residential Swimming Pool","INSTALL SWIMMING POOL, SPA, PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","153 TOURNAMENT RD, ROTONDA WEST FL 33947",
"10/06/2017","20171021806","Residential Swimming Pool","INSTALL CONCRETE IN GROUND POOL","Closed","130 GREEN DOLPHIN DR, PLACIDA FL 33946",
"10/05/2017","20171021748","Residential Swimming Pool","INSTALL INGROUND SWIMMING POOL W/ EXIT ALARMS","Closed","9252 SPRING CIR, PORT CHARLOTTE FL 33981",
"10/05/2017","20171021694","Residential Swimming Pool","E-PERMIT - INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","17233 DOVE AVE, PORT CHARLOTTE FL 33948",
"10/04/2017","20171021610","Residential Swimming Pool","POOL REMODEL - ADDING ON SPA WITH ELECTRIC","Closed","18846 COUNTRYMAN AVE, PORT CHARLOTTE FL 33948",
"10/04/2017","20171021584","Residential Swimming Pool","E-Permit:  Pool, Sandset Paver Deck","Closed","10479 COQUINA CT, Placida FL 33946",
"10/04/2017","20171021554","Residential Swimming Pool","INSTALL SWIMMING POOL & SPA W/ EXIT ALARM-PRIVATE PROVIDER","Expired","42207 LAKE TIMBER DR, Punta Gorda FL 33982",
"10/03/2017","20171021472","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/BARRIER","Closed","20367 ALBURY DR, PORT CHARLOTTE FL 33952",
"10/03/2017","20171021470","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/ EXIT ALARMS","Closed","11153 WATERFORD AVE, ENGLEWOOD FL 34224",
"10/03/2017","20171021468","Residential Swimming Pool","SWIMMING POOL","Closed","10134 ALGREN PL, PORT CHARLOTTE FL 33981",
"10/02/2017","20171021415","Residential Swimming Pool","E-PERMIT INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","380 SPANIARDS RD, PLACIDA FL 33946",
"10/02/2017","20171021401","Residential Swimming Pool","E-Permit:  Pool, Concrete Deck","Closed","254 ROTONDA CIR, ROTONDA WEST FL 33947",
"10/02/2017","20171021399","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","78 PINEHURST PL, ROTONDA WEST FL 33947",
"10/02/2017","20171021398","Residential Swimming Pool","Swimming Pool with Pool Barrier","Closed","15454 ANCEL CIR, PORT CHARLOTTE FL 33981",
"10/02/2017","20171021397","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","141 BROADMOOR LN, ROTONDA WEST FL 33947",
"10/02/2017","20171021364","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","15784 ALDAMA CIR, PORT CHARLOTTE FL 33981",
"10/02/2017","20171021363","Residential Swimming Pool","INSTALL IN-GOUND SWIMMING W/EXIT ALARM","Closed","133 SINCLAIR ST SW, PORT CHARLOTTE FL 33952",
"09/29/2017","20170921323","Residential Swimming Pool","Swimming Pool with Barrier","Closed","27349 ALOHA DR, PUNTA GORDA FL 33955",
"09/28/2017","20170921241","Residential Swimming Pool","Swimming Pool with safety pool cover","Closed","42338 LAKE TIMBER DR, Punta Gorda FL 33982",
"09/26/2017","20170921047","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","2496 HIAWATHA ST, PORT CHARLOTTE FL 33948",
"09/26/2017","20170921046","Residential Swimming Pool","E-PERMIT: SWIMMING POOL AND DECK","Closed","10567 AZTEC RD, PORT CHARLOTTE FL 33981",
"09/25/2017","20170920922","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","230 LONG MEADOW LN, ROTONDA WEST FL 33947",
"09/25/2017","20170920917","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","14963 SAN DOMINGO BLVD, PORT CHARLOTTE FL 33981",
"09/22/2017","20170920872","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","2060 ARKANSAS AVE, ENGLEWOOD FL 34224",
"09/22/2017","20170920870","Residential Swimming Pool","NEW SWIMMING POOL","Closed","3585 BROOKLYN AVE, PORT CHARLOTTE FL 33952",
"09/22/2017","20170920869","Residential Swimming Pool","SWIMMING POOL WITH POOL BARRIER","Closed","1132 BISCAYNE DR, PORT CHARLOTTE FL 33953",
"09/22/2017","20170920863","Residential Swimming Pool","*AFTER THE FACT* INSTALL SWIMMING POOL IN-GROUND SELF CLOSING/LATCHING","Closed","18447 COCHRAN BLVD, PORT CHARLOTTE FL 33948",
"09/22/2017","20170920824","Residential Swimming Pool","Swimming Pool with Exit Alarms","Closed","26171 DEER RD, PUNTA GORDA FL 33955",
"09/22/2017","20170920807","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","6796 GREENVIEW LN, ENGLEWOOD FL 34224",
"09/22/2017","20170920806","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","4100 CAPE HAZE DR, PLACIDA FL 33946",
"09/22/2017","20170920805","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARMS","Closed","13210 ANGLERS WAY, PLACIDA FL 33946",
"09/22/2017","20170920785","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","22009 SEATON AVE, PORT CHARLOTTE FL 33954",
"09/21/2017","20170920763","Residential Swimming Pool","Swimming Pool With Pool Barrier and Exit Alarm","Closed","671 SHARON CIR, PORT CHARLOTTE FL 33952",
"09/21/2017","20170920743","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/BARRIER","Closed","658 MCDILL DR, PORT CHARLOTTE FL 33953",
"09/20/2017","20170920635","Residential Swimming Pool","Swimming Pool with Baby Barrier","Closed","24289 BLACKBEARD BLVD, PUNTA GORDA FL 33955",
"09/20/2017","20170920631","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","13425 JERONIMO LN, PORT CHARLOTTE FL 33981",
"09/20/2017","20170920584","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","15682 VISCOUNT CIR, PORT CHARLOTTE FL 33981",
"09/20/2017","20170920583","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","6235 COLISEUM BLVD, PORT CHARLOTTE FL 33981",
"09/20/2017","20170920575","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/ALARMS","Closed","293 GOYA CT, PUNTA GORDA FL 33983",
"09/20/2017","20170920574","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/ALARM","Closed","1190 SAN CRISTOBAL AVE, PUNTA GORDA FL 33983",
"09/20/2017","20170920572","Residential Swimming Pool","INSTALL IN-GROUND POOL W/BARRIER","Closed","15772 AUTRY CIR, PORT CHARLOTTE FL 33981",
"09/20/2017","20170920561","Residential Swimming Pool","Swimming Pool With Baby Barrier","Closed","27417 DUTCH AVE, PUNTA GORDA FL 33982",
"09/19/2017","20170920445","Residential Swimming Pool","Swimming Pool with exit alarm","Closed","26039 GLASPELL RD, PUNTA GORDA FL 33955",
"09/18/2017","20170920432","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","1444 PAXTON TER, PORT CHARLOTTE FL 33952",
"09/18/2017","20170920426","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","2443 SUFFOLK ST, PORT CHARLOTTE FL 33948",
"09/18/2017","20170920408","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","10820 MCALESTER CIR, PORT CHARLOTTE FL 33981",
"09/18/2017","20170920366","Residential Swimming Pool","SWIMMING POOL WITH POOL BARRIER","Closed","18039 GARTH AVE, PORT CHARLOTTE FL 33948",
"09/18/2017","20170920341","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","17109 BULLHORN CIR, Punta Gorda FL 33982",
"09/15/2017","20170920297","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL","Closed","4055 BAY OAKS CIR, ENGLEWOOD FL 34223",
"09/14/2017","20170920212","Residential Swimming Pool","Swimming Pool With Exit and Baby Barrier","Closed","10444 BOYETTE ST, ENGLEWOOD FL 34224",
"09/14/2017","20170920210","Residential Swimming Pool","Swimming Pool with exit Alarm","Closed","9638 SHELBURNE CIR, PORT CHARLOTTE FL 33981",
"09/07/2017","20170920109","Residential Swimming Pool","E-PERMIT - INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","273 SPRING VIEW CIR, PORT CHARLOTTE FL 33948",
"09/07/2017","20170920105","Residential Swimming Pool","E-PERMIT: SWIMMING POOL AND DECK","Closed","16282 NOGALES CT, PUNTA GORDA FL 33955",
"09/07/2017","20170920103","Residential Swimming Pool","E-PERMIT: SWIMMING POOL AND DECK","Closed","12009 VAN LENTEN BLVD, PORT CHARLOTTE FL 33981",
"09/07/2017","20170920101","Residential Swimming Pool","E-Permit: swimming pool and deck","Closed","15680 MELPORT CIR, PORT CHARLOTTE FL 33981",
"09/06/2017","20170920056","Residential Swimming Pool","E-PERMIT: SWIMMING POOL DECK","Closed","2091 TARPON WAY, ENGLEWOOD FL 34224",
"09/06/2017","20170920028","Residential Swimming Pool","IN-GROUND SWIMMING POOL","Closed","4630 HERMAN CIR, PORT CHARLOTTE FL 33948",
"09/05/2017","20170920010","Residential Swimming Pool","NEW SWIMMING POOL WITH EXIT ALARM","Closed","59 PINEHURST PL, ROTONDA WEST FL 33947",
"09/01/2017","20170919892","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL","Closed","5217 COOPER TER, PORT CHARLOTTE FL 33981",
"09/01/2017","20170919875","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL","Closed","4400 CALLAWAY ST, PORT CHARLOTTE FL 33981",
"09/01/2017","20170919873","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL","Closed","279 ROTONDA CIR, ROTONDA WEST FL 33947",
"09/01/2017","20170919872","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL","Closed","11130 MAGDALENA AVE, ENGLEWOOD FL 34224",
"09/01/2017","20170919861","Residential Swimming Pool","SINGLE FAMILY RESIDENCE SWIMMING POOL AND CAGE","Closed","138 HOBO RD, ROTONDA WEST FL 33947",
"08/31/2017","20170819794","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL WITH BARRIER (SFR 20170819790)","Closed","2281 SOFIA LN, PUNTA GORDA FL 33983",
"08/30/2017","20170819690","Residential Swimming Pool","INSTALL RESIDENTIAL POOL","Closed","119 COUGAR WAY, ROTONDA WEST FL 33947",
"08/30/2017","20170819647","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH SELF CLOSING & SELF LATCHING LOCK","Closed","1364 SANDERLING DR, ENGLEWOOD FL 34224",
"08/30/2017","20170819644","Residential Swimming Pool","INSTALL SWIMMING POOL & SPA EQUIPPED WITH EXIT ALARM","Closed","10126 WINDING RIVER RD, PUNTA GORDA FL 33950",
"08/29/2017","20170819575","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","290 ALBATROSS RD, ROTONDA WEST FL 33947",
"08/28/2017","20170819452","Residential Swimming Pool","Swimming Pool with baby barrier (SFR house permit 20170612582)","Closed","9075 APPLE VALLEY AVE, ENGLEWOOD FL 34224",
"08/28/2017","20170819399","Residential Swimming Pool","E-Permit: Pool and Sandset Paver deck","Closed","2440 QUAIL TER, PORT CHARLOTTE FL 33981",
"08/27/2017","20170819376","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL, PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","15664 LAKELAND CIR, PORT CHARLOTTE FL 33981",
"08/26/2017","20170819372","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","9378 SNAPPER CIR, PORT CHARLOTTE FL 33981",
"08/26/2017","20170819370","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL, PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","473 HOFFER ST, PORT CHARLOTTE FL 33953",
"08/25/2017","20170819358","Residential Swimming Pool","E-PERMIT: INSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","15148 AQUARIUS CIR, PORT CHARLOTTE FL 33981",
"08/25/2017","20170819354","Residential Swimming Pool","RESIDENTIAL POOL","Closed","56 ANNAPOLIS LN, ROTONDA WEST FL 33947",
"08/25/2017","20170819352","Residential Swimming Pool","RESIDENTIAL POOL","Closed","87 LONG MEADOW LN, ROTONDA WEST FL 33947",
"08/25/2017","20170819350","Residential Swimming Pool","RESIDENTIAL POOL","Closed","1148 MARCH DR, PORT CHARLOTTE FL 33953",
"08/24/2017","20170819249","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","1312 ODYSSEY CT, PUNTA GORDA FL 33983",
"08/24/2017","20170819229","Residential Swimming Pool","INSTALL IN-GROUND POOL W/BARRIER","Closed","16080 RIDGEWOOD CT, PUNTA GORDA FL 33982",
"08/24/2017","20170819215","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","9081 CLARION TER, ENGLEWOOD FL 34224",
"08/24/2017","20170819198","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","4601 GRASSY POINT BLVD, PORT CHARLOTTE FL 33952",
"08/23/2017","20170819133","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","21153 EDGEWATER DR, PORT CHARLOTTE FL 33952",
"08/23/2017","20170819132","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/BARRIER","Closed","8066 SANTA CRUZ DR, PORT CHARLOTTE FL 33981",
"08/23/2017","20170819130","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","4510 BURNS TER, PORT CHARLOTTE FL 33981",
"08/23/2017","20170819096","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARMS","Closed","350 KETTLE HARBOR DR, PLACIDA FL 33946",
"08/23/2017","20170819095","Residential Swimming Pool","INSTALL IN-GROUND POOL W/EXIT ALARMS","Closed","12430 MINOT AVE, PORT CHARLOTTE FL 33981",
"08/22/2017","20170819030","Residential Swimming Pool","INSTALL 48"" HIGH ABOVE GROUND SWIMMING POOL WITH REMOVABLE LADDER","Expired - Not Issued","21448 BRYN MAWR AVE, PORT CHARLOTTE FL 33952",
"08/21/2017","20170818885","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","4310 MUNDELLA CIR, PORT CHARLOTTE FL 33948",
"08/21/2017","20170818882","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER  SFR #98061153","Closed","4382 MEAGER CIR, PORT CHARLOTTE FL 33948",
"08/21/2017","20170818853","Residential Swimming Pool","REPLACEMENT OF ABOVE GROUND POOL (POOL PERMIT#2007011155)","Closed","673 VERONA ST, PORT CHARLOTTE FL 33948",
"08/21/2017","20170818837","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/BARRIER","Closed","1445 DORCHESTER ST, PORT CHARLOTTE FL 33952",
"08/18/2017","20170818804","Residential Swimming Pool","E-PERMIT, INSTALL SWIMMING POOL,                   & PAVER BRICK DECK","Closed","18606 KERRVILLE CIR, PORT CHARLOTTE FL 33948",
"08/18/2017","20170818770","Residential Swimming Pool","E-Permit: Pool, Spa, Sandset Paver Deck","Closed","39331 WASHINGTON LOOP RD, PUNTA GORDA FL 33982",
"08/18/2017","20170818739","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","12068 WELLINGTON AVE, PORT CHARLOTTE FL 33981",
"08/17/2017","20170818691","Residential Swimming Pool","Swimming Pool with Barrier","Closed","10184 WINDING RIVER RD, PUNTA GORDA FL 33950",
"08/17/2017","20170818676","Residential Swimming Pool","NEW SWIMMING POOL","Closed","496 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"08/17/2017","20170818673","Residential Swimming Pool","NEW SWIMMING POOL","Closed","7082 PINEDALE DR, PORT CHARLOTTE FL 33981",
"08/16/2017","20170818547","Residential Swimming Pool","Pool, Sandset Paver Deck","Closed","8792 CONCH AVE, Placida FL 33946",
"08/16/2017","20170818544","Residential Swimming Pool","SWIMMING POOL","Closed","227 FIELDS TER, PORT CHARLOTTE FL 33952",
"08/16/2017","20170818539","Residential Swimming Pool","Swimming Pool With Exit Alarms","Closed","2186 OYSTER CREEK DR, ENGLEWOOD FL 34224",
"08/16/2017","20170818510","Residential Swimming Pool","INSTALL ABOVE GROUND POOL","Closed","1875 TAYLOR RD, PUNTA GORDA FL 33950",
"08/15/2017","20170818457","Residential Swimming Pool","SWIMMING POOL DECK","Closed","9986 AUDREY ST, PORT CHARLOTTE FL 33981",
"08/15/2017","20170818451","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL,PAVER BRICK DECK, & RETAINING WALL","Closed","9340 NASTRAND CIR, PORT CHARLOTTE FL 33981",
"08/15/2017","20170818431","Residential Swimming Pool","swimming pool and deck","Closed","127 KINGS DR, ROTONDA WEST FL 33947",
"08/15/2017","20170818368","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","10483 BOYETTE ST, ENGLEWOOD FL 34224",
"08/15/2017","20170818365","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","2402 SOFIA LN, PUNTA GORDA FL 33983",
"08/15/2017","20170818363","Residential Swimming Pool","Pool and Sandset Paver Deck","Closed","7415 TREADWAY RD, PORT CHARLOTTE FL 33981",
"08/15/2017","20170818335","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","10135 WINDING RIVER RD, PUNTA GORDA FL 33950",
"08/15/2017","20170818332","Residential Swimming Pool","SWIMMING POOL WITH BABY BARRIER","Closed","1961 ARKANSAS AVE, ENGLEWOOD FL 34224",
"08/15/2017","20170818331","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","13505 HESS LN, PORT CHARLOTTE FL 33981",
"08/15/2017","20170818329","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","10460 MONTICELLO DR, PORT CHARLOTTE FL 33981",
"08/15/2017","20170818328","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","128 WATERSIDE ST, PORT CHARLOTTE FL 33954",
"08/14/2017","20170818244","Residential Swimming Pool","Pool with Sandset Paver Deck","Closed","923 FAIRFAX TER, PORT CHARLOTTE FL 33948",
"08/11/2017","20170818164","Residential Swimming Pool","SWIMMING POOL","Closed","174 LINDA LEE DR, ROTONDA WEST FL 33947",
"08/10/2017","20170818090","Residential Swimming Pool","SWIMMING POOL","Closed","17344 OHARA DR, PORT CHARLOTTE FL 33948",
"08/10/2017","20170818035","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/BARRIER & ALARM","Closed","9446 KLAMATH FALLS AVE, ENGLEWOOD FL 34224",
"08/09/2017","20170817970","Residential Swimming Pool","SWIMMING POOL DECK","Closed","15024 HENNIPEN CIR, PORT CHARLOTTE FL 33981",
"08/09/2017","20170817964","Residential Swimming Pool","NEW SWIMMING POOL & SPA","Closed","2772 AUBURN BLVD, PORT CHARLOTTE FL 33948",
"08/09/2017","20170817936","Residential Swimming Pool","INSTALL SWIMMING POOL (MSTR PLN PERMIT #20170100768)","Closed","1843 SCARBOROUGH TRL, PORT CHARLOTTE FL 33980",
"08/09/2017","20170817934","Residential Swimming Pool","INSTALL SWIMMING POOL (MSTR PLN PERMIT #20170100768)","Closed","10085 WINDING RIVER RD, PUNTA GORDA FL 33950",
"08/08/2017","20170817742","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","6000 CLEVELAND DR, PUNTA GORDA FL 33982",
"08/08/2017","20170817741","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARMS","Closed","7406 WATSON LN, PORT CHARLOTTE FL 33981",
"08/07/2017","20170817698","Residential Swimming Pool","INSTALL INGROUND SWIMMING POOL W/EXIT ALARM","Closed","23490 DUNSTAN AVE, PORT CHARLOTTE FL 33954",
"08/07/2017","20170817696","Residential Swimming Pool","Swimming Pool With Exit Alarms","Closed","9201 LAKE DR, ENGLEWOOD FL 34224",
"08/07/2017","20170817682","Residential Swimming Pool","INSTALLING SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","14034 SAN DOMINGO BLVD, PORT CHARLOTTE FL 33981",
"08/04/2017","20170817567","Residential Swimming Pool","E-PERMIT: SWIMMING POOL & DECK","Closed","9169 SANTA LUCIA DR, PORT CHARLOTTE FL 33981",
"08/04/2017","20170817539","Residential Swimming Pool","E-PERMIT: SWIMMING POOL & DECK","Closed","4290 CAPE HAZE DR, PLACIDA FL 33946",
"08/04/2017","20170817519","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","131 HEATHER ST, PORT CHARLOTTE FL 33953",
"08/04/2017","20170817518","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","187 CADDY RD, ROTONDA WEST FL 33947",
"08/04/2017","20170817516","Residential Swimming Pool","Swimming Pool with Exit Alarms","Closed","229 ANTIS DR, ROTONDA WEST FL 33947",
"08/04/2017","20170817515","Residential Swimming Pool","Swimming Pool With Baby Barrier","Closed","25455 TEVESINE CT, PUNTA GORDA FL 33983",
"08/03/2017","20170817465","Residential Swimming Pool","INSTALL IN-GROUND SWIMMING POOL W/EXIT ALARM","Closed","13 BROADMOOR LN, ROTONDA WEST FL 33947",
"08/02/2017","20170817530","Residential Swimming Pool","E-Permit - Swimming pool & deck","Closed","9292 SPRING CIR, PORT CHARLOTTE FL 33981",
"08/02/2017","20170817281","Residential Swimming Pool","INSTALL IN-GROUND POOL WITH EXIT ALARM","Closed","2148 LA PALMA AVE, PORT CHARLOTTE FL 33953",
"08/01/2017","20170817169","Residential Swimming Pool","pool, sandset paver deck","Closed","3481 BAY RIDGE WAY, PORT CHARLOTTE FL 33953",
"08/01/2017","20170817154","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","20419 LORETTE AVE, PORT CHARLOTTE FL 33954",
"08/01/2017","20170817138","Residential Swimming Pool","pool, sandset paver deck","Closed","4891 RUSTIC DR, PUNTA GORDA FL 33982",
"08/01/2017","20170817131","Residential Swimming Pool","INGROUND SWIMMING POOL W/BARRIER","Closed","131 GRAHAM ST SE, PORT CHARLOTTE FL 33952",
