"File Date","Record Number","Record Type","Description","Address","Status",
"08/21/2003","BI343647","Building/Commercial/CP/Pool","DEMOLISH AND REPLACE WITH NEW  POOL, LAP POOL, TOT POOL & SPA","3169 ROUNDHILL RD, ALAMO CA United States","Finaled",
"06/09/2003","BI340233","Building/Commercial/CP/Pool","COMMERCIAL INGROUND POOL AND SPA","1300 LAKESHORE CIRCLE, DISCOVERY BAY CA United States","Finaled",
"12/24/2002","BI334229","Building/Commercial/CP/Pool","INSTALLATION OF INGROUND GUNITE POOL FOR PRIVATE SCHOOL","975 N SAN CARLOS DR, WALNUT CREEK CA United States","Finaled",
"01/22/2002","BI321458","Building/Commercial/CP/Pool","comm. pools","1370 TREAT BLVD, WALNUT CREEK CA United States","Finaled",
"09/18/2001","BI317984","Building/Commercial/CP/Pool","COMMERCIAL SPA FOR COUNTRY CLUB","1700 CLUB HOUSE RD, DIABLO CA United States","Cancelled",
"09/18/2001","BI317983","Building/Commercial/CP/Pool","COMMERCIAL WADING POOL FOR COUNTRY CLUB","1700 CLUB HOUSE RD, DIABLO CA United States","Finaled",
"09/18/2001","BI317982","Building/Commercial/CP/Pool","COMMERCIAL POOL FOR COUNTRY CLUB","1700 CLUB HOUSE RD, DIABLO CA United States","Finaled",
"12/04/2000","BI308646","Building/Commercial/CP/Pool","TO COMPLETE 247092/301635. COMMUNITY SPA.","500 COPPERSET DR, SAN RAMON CA United States","Expired",
"12/04/2000","BI308643","Building/Commercial/CP/Pool","TO COMPLETE 247091/301636. COMMUNITY PIOOL.","500 COPPERSET DR, SAN RAMON CA United States","Expired",
"11/28/2000","BI308481","Building/Commercial/CP/Pool","extension granted until 6/1/01 per pam calley for mp","7000 BRIZA LOOP, SAN RAMON CA United States","Expired",
"11/02/2000","BI307842","Building/Commercial/CP/Pool","COMMUNITY POOL","9050 SOUTH GALE RIDGE ROAD, SAN RAMON CA United States","Finaled",
"07/20/2000","BI303897","Building/Commercial/CP/Pool","INSTALL FIBERGLASS POOL AND SPA/IN GROUND","3050 BRAGDON WAY, CLAYTON CA United States","Cancelled",
"06/28/2000","BICP0000248186","Building/Commercial/CP/Pool","REMODEL COMMERCIAL POOL","2400 MANZANITA DR, CANYON CA",,
"06/23/2000","BI302829","Building/Commercial/CP/Pool","pool remodel/repair per plan","2400 MANZANITA DR, CANYON CA United States","Expired",
"06/22/2000","BICP0000248039","Building/Commercial/CP/Pool","SPA","2400 MANZANITA DR, CANYON CA",,
"05/25/2000","BI301636","Building/Commercial/CP/Pool","COMMERCIAL POOL","500 MONARCH DR, SAN RAMON CA United States","Expired",
"05/25/2000","BI301635","Building/Commercial/CP/Pool","COMMUNITY SPA","5000 COPPERSET, SAN RAMON CA United States","Issued",
"05/25/2000","BICP0000247092","Building/Commercial/CP/Pool","COMMUNITY SPA","5000 COPPERSET, SAN RAMON CA","Expired",
"05/25/2000","BICP0000247091","Building/Commercial/CP/Pool","COMMERCIAL POOL","5000 COPPERSET, SAN RAMON CA","Expired",
"04/24/2000","BI300222","Building/Commercial/CP/Pool","spa","2400 MANZANITA DR, CANYON CA United States","Expired",
"03/20/2000","BICP0000244920","Building/Commercial/CP/Pool","COMMUNITY POOL","13 & 16 LAS JUNTAS WAY, WALNUT CREEK CA","Finaled",
"08/26/1999","BICP0000239133","Building/Commercial/CP/Pool","COMMERCIAL POOL","2992 SANTOS LN, WALNUT CREEK CA","Finaled",
"08/21/1997","BICP0000219636","Building/Commercial/CP/Pool","COMMERCIAL POOL","3595 SHADOW CREEK DR, DANVILLE CA","Finaled",
"07/30/1996","BICP0000210321","Building/Commercial/CP/Pool","COMMUNITY POOL","1001 PEACOCK CREEK DR, CLAYTON CA","Finaled",
"10/10/1995","BICP0000203974","Building/Commercial/CP/Pool","COMMERCIAL POOL","1006 FEATHER CIR, CLAYTON CA","Finaled",
"02/10/1995","BICP0000198659","Building/Commercial/CP/Pool","COMMUNITY POOL","NO ADDRESS, CLAYTON CA","Finaled",
"12/30/1993","BICP0000190475","Building/Commercial/CP/Pool","COMMERICAL POOL","4315 CONEJO DR, DANVILLE CA","Finaled",
"04/26/1993","BICP0000185015","Building/Commercial/CP/Pool","PUBLIC GUNITE SPA","1336 BOULEVARD WAY, WALNUT CREEK CA","Finaled",
"03/02/1993","BICP0000184003","Building/Commercial/CP/Pool","COMM. POOL","4345 MANSFIELD DR, DANVILLE CA","Finaled",
"01/08/1993","BICP0000183221","Building/Commercial/CP/Pool","COMMERCIAL POOL","40 ULRICH LN, EL SOBRANTE CA","Finaled",
"09/21/1992","BICP0000181128","Building/Commercial/CP/Pool","PRIVATE POOL","2580 OAK RD, WALNUT CREEK CA","Finaled",
"04/17/1992","BICP0000177471","Building/Commercial/CP/Pool","COMMUNITY POOL WITH SPA","3190 OAK RD, WALNUT CREEK CA","Finaled",
"10/17/1991","BICP0000174256","Building/Commercial/CP/Pool","COMM. POOL","3128 OAK RD, WALNUT CREEK CA","Finaled",
"09/28/1990","BICP0000166618","Building/Commercial/CP/Pool","COMMERCIAL POOL","SHELL LN, CLAYTON CA","Finaled",
"09/28/1990","BICP0000166617","Building/Commercial/CP/Pool","COMMERCIAL POOL","ARROW HEAD TERRACE, CONCORD CA","Finaled",
"09/24/1990","BICP0000166486","Building/Commercial/CP/Pool","COMMERCIAL POOL","1700 TICE VALLEY BLVD., WALNUT CREEK CA","Finaled",
"06/14/1990","BICP0000164037","Building/Commercial/CP/Pool","COMMUNITY POOL","3619 WELLS RD, OAKLEY CA","Finaled",
"05/24/1990","BICP0000163575","Building/Commercial/CP/Pool","COMM.   POOL","1440 SUGAR BARGE, BETHEL ISLAND CA","Finaled",
"05/16/1990","BICP0000163360","Building/Commercial/CP/Pool","POOL FOR EMBASSY SUITES","1345 TREAT BLVD, WALNUT CREEK CA","Finaled",
"05/11/1990","BICP0000163251","Building/Commercial/CP/Pool","COMM. POOL","3595 SHAWDOW CREEK DR, DANVILLE CA","Finaled",
"05/11/1990","BICP0000163250","Building/Commercial/CP/Pool","COMM. POOL","3405 BLACKHAWK MEADOW DR, DANVILLE CA","Finaled",
"05/09/1990","BICP0000163165","Building/Commercial/CP/Pool","COMM. POOL  TRACT 7216","905 VISTA POINTE DR, SAN RAMON CA","Finaled",
"03/07/1990","BICP0000161571","Building/Commercial/CP/Pool","DOMMUNITY  POOL","296 MOUNTAIRE CIRCLE, CLAYTON CA","Finaled",
