"File Date","Record Number","Record Type","Description","Address","Status",
"07/01/2014","BIP14-005957","Building/Residential/P/Pool","INGROUND GUNITE POOL - MASTER PLAN POOL (PRJ11-00024)","281 FERNWOOD DR, MORAGA CA 945562115","Finaled",
"07/01/2014","BIP14-005954","Building/Residential/P/Pool","NEW SWIMMING POOL","16 HONEYWOOD RD, ORINDA CA 945631232","Withdrawn",
"06/30/2014","BIP14-005922","Building/Residential/P/Pool","INGROUND SWIMMING POOL WITH SPA","1046 TIFFIN DR, CLAYTON CA 945171351","Finaled",
"06/27/2014","BIP14-005819","Building/Residential/P/Pool","POOL REAR YARD","406 SUPERIOR WAY, DISCOVERY BAY CA 945052317","Finaled",
"06/25/2014","BIP14-005697","Building/Residential/P/Pool","NEW POOL ANSD SPA, NEW WATER LINE AND ELECTRICAL LINE FOR FOUNTAIN 2' HEIGHT, NEW GAS LINE FOR FUTURE BBQ.","44 STONECASTLE CT, ALAMO CA 945071178","Finaled",
"06/19/2014","BIP14-005487","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA(MASTER PLAN # PRJ14-00007)","3332 STAGE COACH DR, LAFAYETTE CA 945491821","Cancelled",
"06/18/2014","BIP14-005435","Building/Residential/P/Pool","POOL REMODEL- REPLASTER, REPLACE TILE, COPING, NEW LIGHT, DECKING","335 MT WASHINGTON WAY, CLAYTON CA 945171545","Finaled",
"06/18/2014","BIP14-005413","Building/Residential/P/Pool","TO COMPLETE PERMIT BIP13-010073 - NEW GUNITE SPA PER PLANS","3307 LAS HUERTAS RD, LAFAYETTE CA 94549","Finaled",
"06/18/2014","BIP14-005412","Building/Residential/P/Pool","TO COMPLETE PERMIT BIP13-009635 - NEW POOL PER PLANS","3307 LAS HUERTAS RD, LAFAYETTE CA 94549","Finaled",
"06/16/2014","BIP14-005333","Building/Residential/P/Pool","POOL REMODEL, NEW PLASTER, TILE COPING, LIGHT,EQUIPMENT AND SPLIT MAIN DRAIN","3716 DEER TRAIL CT, DANVILLE CA 945066025","Finaled",
"06/16/2014","BIP14-005331","Building/Residential/P/Pool","REMODEL POOL, NEW PLANSTER, TILE, COPING, EQUIPMENT AND ADD SPA","1 LA CHESNAYE, ORINDA CA 945631023","Expired",
"06/16/2014","BIP14-005330","Building/Residential/P/Pool","REMODEL EXISTING POOL, NEW TILE NEW INTERIOR FINISH, SPLIT MAIN DRAIN, FILL IN BENCH /STEPS, INSTALL NEW STEPS, INSTALL NEW FILTER.","3351 MCGRAW LN, LAFAYETTE CA 945492313","Finaled",
"06/13/2014","BIP14-005281","Building/Residential/P/Pool","POOL REMODEL WITH NEW GUNITE SPA PER PLANS","3644 HAPPY VALLEY RD, A, LAFAYETTE CA 945493000","Finaled",
"06/13/2014","BIP14-005264","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","430 CAMBERLY CT, SAN RAMON CA 945833000","Expired",
"06/12/2014","BIP14-005223","Building/Residential/P/Pool","SWIMING POOL","5677 OAKMONT CT, DISCOVERY BAY CA 945051405","Finaled",
"06/12/2014","BIP14-005222","Building/Residential/P/Pool","SWIMMING POOL","6327 CRYSTAL SPRING CIR, DISCOVERY BAY CA 945052627","Finaled",
"06/11/2014","BIP14-005140","Building/Residential/P/Pool","NEW SWIMMING POOL","19 GOLDEN GRASS CT, ALAMO CA 94507","Finaled",
"06/11/2014","BIP14-005116","Building/Residential/P/Pool","NEW INGROUND FIBERGLASS POOL (HEATED)  (ICC-ES REPORT FOR VIKING POOLS, LLC (FIBERGLASS POOL))","2696 TRAFALGAR CIR, CLYDE CA 945201127","Finaled",
"06/10/2014","BIP14-005087","Building/Residential/P/Pool","NEW GUNITE POOL WITH SPA","3214 ASHBOURNE CIR, SAN RAMON CA 94583","Finaled",
"06/10/2014","BIP14-005084","Building/Residential/P/Pool","INSTALLATION OF THERAPEUTIC SPA AND STONE/TILE SURROUND","600 TAHOS RD, ORINDA CA 945632916","Finaled",
"06/09/2014","BIP14-005035","Building/Residential/P/Pool","SWIMMING POOL WITH SPA","133 ALAMO SPRINGS DR, ALAMO CA 945072060","Finaled",
"06/09/2014","BIP14-005028","Building/Residential/P/Pool","NEW SWIMMING POOL RUN GAS & ELEC FOR BBQ & FIRE PIT8-26-95 10% REACTIVATE EXPIRED PERMIT FOR FINAL INSPECTION-NMT","24 RUTH CT, LAFAYETTE CA 945496060","Finaled",
"06/06/2014","BIP14-004979","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA, TO INCLUDE GAS AND ELECTRIC FOR BBQ","5206 BENGALI ST, DANVILLE CA 94526","Finaled",
"06/05/2014","BIP14-004938","Building/Residential/P/Pool","POOL REMODEL AND ADD SPA","1700 ALAMEDA DIABLO, DIABLO CA 94528","Finaled",
"06/04/2014","BIP14-004871","Building/Residential/P/Pool","REMODEL EXISTING POOL - PLASTER TILE, COPING AND ANTI ENTRAMPMENT","31 MT OLYMPUS PL, CLAYTON CA 945171509","Finaled",
"06/03/2014","BIP14-004791","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","3323 DEER HOLLOW DR, DANVILLE CA 945066045","Finaled",
"06/02/2014","BIP14-004723","Building/Residential/P/Pool","CONSTRUCTION OF SWIMMING POOL AND SPA.  SEPARATE PERMIT REQUIRED FOR INSTALLATION OF FIREPIT.","28 TAPPAN LN, ORINDA CA 945631332","Finaled",
"05/30/2014","BIP14-004700","Building/Residential/P/Pool","POOL PER PLANS","3958 PEARDALE S DR, LAFAYETTE CA 945492837","Finaled",
"05/29/2014","BIP14-004654","Building/Residential/P/Pool","REMOVE EXISTING POOL AND CONSTRUCT NEW POOL AND SPA IN SAME LOCATION PER PLANS","3224 ELVIA ST, LAFAYETTE CA 945491946","Finaled",
"05/29/2014","BIP14-004637","Building/Residential/P/Pool","POOL REMODEL: REMOVE ORANGE  FLAGSTONE AND CHANGE TO BLUE STONE","3229 SURMONT DR, LAFAYETTE CA 945492029","Finaled",
"05/28/2014","BIP14-004598","Building/Residential/P/Pool","POOL REMODEL","1804 RELIEZ VALLEY RD, LAFAYETTE CA 945491941","Finaled",
"05/27/2014","BIP14-004534","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA, TO INCLUDE ELECTRICAL & GAS FOR BBQ","33 PALMA VISTA, DIABLO CA 94528","Finaled",
"05/21/2014","BIP14-004391","Building/Residential/P/Pool","REMODEL EXISTING BACKYARD POOL/SPA .....RE-PLASTER, NEW PUMP/FILTER","5225 KELLER RIDGE DR, CLAYTON CA 945172038","Finaled",
"05/21/2014","BIP14-004369","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","2478 BIXLER RD, BRENTWOOD CA 945134215","Finaled",
"05/21/2014","BIP14-004367","Building/Residential/P/Pool","POOL REMODEL","716 BLUE SPRUCE DR, DANVILLE CA 945064525","Finaled",
"05/20/2014","BIP14-004295","Building/Residential/P/Pool","POOL REMODEL:  REPLASTER POOL AND SPA, INSTALL ANTI-ENTRAPMENT AND RETILE PER PLANS","4311 QUAIL RUN CT, DANVILLE CA 945065842","Finaled",
"05/19/2014","BIP14-004258","Building/Residential/P/Pool","SWIMMING POOL / SPA REMODEL INCLUDING PLUMBING, ELECTRICAL, TILE COPING, EQUIPMENTAND PLASTER","50 PALMETTO DUNES LN, ALAMO CA 945072336","Finaled",
"05/16/2014","BIP14-004197","Building/Residential/P/Pool","NEW POOL AND SPA","104 IRONGATE CT, ALAMO CA 945072432","Finaled",
"05/14/2014","BIP14-004115","Building/Residential/P/Pool","REMODEL POOL- NEW PLASTER, TILE, COPING, LIGHT, SPLIT MAIN DRAINS 7 ELEC","2 WHITEHALL DR, ORINDA CA 945634226","Finaled",
"05/14/2014","BIP14-004102","Building/Residential/P/Pool","TO COMPLETE POOL 391447 AND 407847NEW INGROUND GUNITE POOL AND SPA PER PLANS.","1321 LAVEROCK LN, ALAMO CA 945071213","Finaled",
"05/13/2014","BIP14-004502","Building/Residential/P/Pool","REMODEL EXISTING POOL AND SPA","35 SQUIRE CT, ALAMO CA 945072229","Finaled",
"05/09/2014","BIP14-003987","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","134 MIDHILL RD, MARTINEZ CA 945534202","Finaled",
"05/08/2014","BIP14-003914","Building/Residential/P/Pool","POOL REMODEL PER PLAN","63 DEER CREST PL, DANVILLE CA 945066028","Finaled",
"05/06/2014","BIP14-003844","Building/Residential/P/Pool","ADD SPA TO POOL - OUTSIDE OF POOL FOOT PRINT","2453 BILTMORE DR, ALAMO CA 945072305","Finaled",
"05/02/2014","BIP14-003710","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","805 GRAY FOX PL, CLAYTON CA 945172030","Finaled",
"05/01/2014","BIP14-003678","Building/Residential/P/Pool","NEW POOL AND SPA, GAS AND ELECTRIC TO NEW BBQ AND FIREPLACE*** SEPARATE PLANS, APPROVALS AND PERMIT REQ'D FOR FIREPLACE ***","198 LA COLINA DR, ALAMO CA 945071816","Finaled",
"05/01/2014","BIP14-003672","Building/Residential/P/Pool","REPLASTER POOL, RAISE HEIGHT OF SPA WALLS, RELOCATE POOL EQUIPMENT, REPLACE POOL DECK..","3134 OAKWOOD LN, ALAMO CA 945071716","Finaled",
"04/30/2014","BIP14-003641","Building/Residential/P/Pool","NEW SWIMMING POOL WITH CAVE/GROTTOSEE NTC NOTICE**4/24/18 RENEWED EXPIRED PERMIT @10%. RACUFF**","234 SMITH RD, ALAMO CA 945072740","Finaled",
"04/30/2014","BIP14-003614","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","280 CAMINO DIABLO, BRENTWOOD CA 94513","Expired",
"04/29/2014","BIP14-003556","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","1445 YOSEMITE CIR, CLAYTON CA 945172124","Finaled",
"04/25/2014","BIP14-003470","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA (master plan # PRJ14-00023 with additional engineering for retaining wall surcharge) AND GAS FOR BBQ & FIREPIT","209 CANYON VISTA PL, ALAMO CA 945072731","Finaled",
"04/24/2014","BIP14-003442","Building/Residential/P/Pool","POOL AND SPA PER PLAN.  STUB GAS AND ELECTRIC FOR FUTURE BBQ, FIREPIT AND KITCHEN.  SEPARATE PERMITS REQUIRED FOR INSTALLATION.","10 KIMBERLY DR, MORAGA CA 945561508","Finaled",
"04/24/2014","BIP14-003437","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL (NON-HEATED)","9979 PYRAMID WAY, DISCOVERY BAY CA 945052671","Finaled",
"04/22/2014","BIP14-003343","Building/Residential/P/Pool","NEW POOL AND SPA.","25 VIRGINIA CT, WALNUT CREEK CA 945965865","Finaled",
"04/21/2014","BIP14-003298","Building/Residential/P/Pool","POOL REMODEL PER PLANS","18 VALENCIA RD, ORINDA CA 945634136","Finaled",
"04/18/2014","BIP14-003260","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","149 WAYNE AVE, ALAMO CA 945077059","Finaled",
"04/18/2014","BIP14-003249","Building/Residential/P/Pool","REMODEL (E) VINYL POOL AND CREATE GUNITE POOL INSTALL NEW PLASTER, TILE, COPING, NEW EQUIP, LIGHT PER PLANS","74 SCENIC DR, ORINDA CA 945633412","Finaled",
"04/16/2014","BIP14-003191","Building/Residential/P/Pool","NEW DETACHED GUNITE SPA","634 HUNTLEIGH DR, LAFAYETTE CA 945495534","Expired",
"04/16/2014","BIP14-003189","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL","634 HUNTLEIGH DR, LAFAYETTE CA 945495534","Finaled",
"04/15/2014","BIP14-003132","Building/Residential/P/Pool","NEW SWIMMING POOL","4017 PELICAN CT, DISCOVERY BAY CA 945051733","Finaled",
"04/14/2014","BIP14-003068","Building/Residential/P/Pool","NEW INGROUND GUNITE SPA","5 TARRY LN, ORINDA CA 945631312","Finaled",
"04/14/2014","BIP14-002992","Building/Residential/P/Pool","POOL REMODEL PER PLAN  (TILE, COPING AND PLASTER)  NO UTILITES BEING CHANGED OR UPGRADED RF14-00067PER THE RF, ELECTRICAL, PLUMBING AND MECHANICAL TO BE INCLUDED.  FEES WERE NOT PAID FOR ELECTRICAL, PLUMBING OR MECHANICAL.  PER CONTRACTOR NO ELECTRICAL, PLUMBING OR MECHANICAL WAS PERFORMED.  SUBJECT TO FIELD INSPECTOR'S APPROVAL.","1260 PANORAMA DR, LAFAYETTE CA 945492413","Expired",
"04/11/2014","BIP14-002957","Building/Residential/P/Pool","POOL AND SPA PER PLAN","130 WITTENHAM CT, SAN RAMON CA 94583","Finaled",
"04/09/2014","BIP14-002883","Building/Residential/P/Pool","TO COMPLETE BIP12-003670 NEW POOL","2354 ALAMEDA DIABLO, DIABLO CA 94528","Expired",
"04/09/2014","BIP14-002859","Building/Residential/P/Pool","POOL REMODEL, NEW CONCRETE AROUND POOL, REPLASTER, REPLACE POOL LIGHT, REPLUMB, BONDING GRID","20 ARBOR DR, WALNUT CREEK CA 945966108","Finaled",
"04/09/2014","BIP14-002845","Building/Residential/P/Pool","POOL AND SPA REMODEL","4291 QUAIL RUN LN, DANVILLE CA 945065850","Finaled",
"04/08/2014","BIP14-002815","Building/Residential/P/Pool","SWIMMING POOL WITH SPA-MASTER PLAN RIVIERA POOLS","123 ALAMO SPRINGS DR, ALAMO CA 945072060","Finaled",
"04/08/2014","BIP14-002811","Building/Residential/P/Pool","INGROUND POOL AND SPA WITH AUTO POOL COVER","1103 HILLCREST DR, LAFAYETTE CA 945493113","Finaled",
"04/08/2014","BIP14-002809","Building/Residential/P/Pool","INGROUND POOL AND SPA WITH AUTOCOVER PER PLANS","1103 HILLCREST DR, LAFAYETTE CA 945493113","Cancelled",
"04/08/2014","BIP14-002796","Building/Residential/P/Pool","NEW POOL./SPA IN REAR YARD","1033 HAWKSHEAD CIR, SAN RAMON CA 94583","Finaled",
"04/08/2014","BIP14-002795","Building/Residential/P/Pool","NEW POOL","1033 HAWKSHEAD CIR, SAN RAMON CA 94583","Withdrawn",
"04/08/2014","BIP14-002794","Building/Residential/P/Pool","NEW POOL","1033 HAWKSHEAD CIR, SAN RAMON CA 94583","Withdrawn",
"04/07/2014","BIP14-002749","Building/Residential/P/Pool","ADD NEW PRE-FABRICATED, FIBERGLASS SPA ADJACENT TO AN EXISTING LINER POOL, REPLUMB EXISTING POOL , NEW COPING PRE-CAST, WATER LINE TILE, NEW WHITE FIBERGALSS OVER POOL BODY***POOL ONLY, DECKING SEPARATE PERMIT PER CONTRACTOR***7/7/14","554 ARROWHEAD DR, LAFAYETTE CA 945495502","Expired",
"04/04/2014","BIP14-002703","Building/Residential/P/Pool","REMODEL EXISTING POOL:  CHANGING FROM LINER POOL TO GUNITE POOL IN SAME FOOTPRINT. NEW POOL EQUIPMENT","1519 MITCHELL CANYON N RD, CLAYTON CA 945171115","Expired",
"04/04/2014","BIP14-002701","Building/Residential/P/Pool","POOL REMODEL ONLY / REPLACE EQUIPMENT / INSTALL POOL COVER PER PLAN","3564 SILVER SPRINGS RD, LAFAYETTE CA 945495234","Expired",
"04/02/2014","BIP14-002633","Building/Residential/P/Pool","IN GROUND SPA 18"" ABOVE GRADE","325 MAVERICK CT, LAFAYETTE CA 945491811","Finaled",
"04/01/2014","BIP14-002558","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","955 UNDERHILL DR, ALAMO CA 945072448","Finaled",
"03/31/2014","BIP14-002520","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","3286 ISOLA LN, LAFAYETTE CA 945491923","Finaled",
"03/31/2014","BIP14-002514","Building/Residential/P/Pool","SWIMMING POOL W/SPA GAS STUBS FOR FIRE PIT AND 2 HEATERS","1120 EAGLE NEST CT, DANVILLE CA 945065871","Finaled",
"03/28/2014","BIP14-002489","Building/Residential/P/Pool","REMODEL EXISITING POOL AND SPA, NEW PLASTER, TILE, COPING, DECKING, ADD A SPA AND COVER VAULT AND LIGHT, RELOCATE POOL EQUIPMENT","113 BUNCE MEADOWS DR, ALAMO CA 945071306","Finaled",
"03/27/2014","BIP14-002454","Building/Residential/P/Pool","POOL REMODEL- RUN GAS AND ELEC FOR BBQ","587 BLACKHAWK CLUB DR, DANVILLE CA 945064522","Finaled",
"03/26/2014","BIP14-002382","Building/Residential/P/Pool","INSTALL NEW INGROUND POOL","950 COUNTRY LN, WALNUT CREEK CA 945966143","Finaled",
"03/26/2014","BIP14-002370","Building/Residential/P/Pool","POOL REMODEL- RELOCATE POOL EQUIPMENT, FILL IN SPA","323 DRAEGER DR, MORAGA CA 945562113","Finaled",
"03/26/2014","BIP14-002353","Building/Residential/P/Pool","NEW POOL AND SPA7/17/15 - PAID FEES TO REINSTATE EXPIRED PERMIT","8 OAK ARBOR RD, ORINDA CA 945631727","Finaled",
"03/21/2014","BIP14-002257","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","5374 OLD SCHOOL RD, SAN RAMON CA 94583","Expired",
"03/21/2014","BIP14-002256","Building/Residential/P/Pool","NEW UNHEATED INGROUND GUNITE POOL WITH GAS FOR FIREPIT","4448 COVE LN, DISCOVERY BAY CA 945051326","Finaled",
"03/21/2014","BIP14-002248","Building/Residential/P/Pool","POOL REMODEL:  REPLASTER, TILE, COPING AND INSTALL ANTI-ENTRAMPMENT DEVICE","1626 VIA ROMERO, ALAMO CA 945071532","Finaled",
"03/20/2014","BIP14-002229","Building/Residential/P/Pool","NEW POOL AND SPA, PARTIALLY INGROUND AND ABOVE GROUND (TIERING POOL AND SPA PER PLANS) WITH RELATED ROCK WALLS","1590 RANCHO DEL HAMBRE, LAFAYETTE CA 945492316","Expired",
"03/20/2014","BIP14-002228","Building/Residential/P/Pool","REMODEL POOL REPLASTER, NEW TILE, REPLACE POOL & SPA LIGHT.","4105 STONE VALLEY OAKS DR, ALAMO CA 945072255","Finaled",
"03/19/2014","BIP14-002200","Building/Residential/P/Pool","REMODEL POOL & SPA, REPLASTER, NEW TILE, RE-PLUMB, REPLACE PUMPS & DECKING","45 DIAS CT, EL SOBRANTE CA 948032607","Expired",
"03/19/2014","BIP14-002193","Building/Residential/P/Pool","EXISTING SWIMMING POOL REMODEL:  REPLASTER, NEW TILE, RELOCATE EQUIPMENT.","2781 MIRANDA AVE, ALAMO CA 945071425","Finaled",
"03/19/2014","BIP14-002159","Building/Residential/P/Pool","REMODEL POOL- NEW TILE, COPIN,DECKING & PLASTER","141 REGENT PL, ALAMO CA 945071801","Finaled",
"03/14/2014","BIP14-002064","Building/Residential/P/Pool","POOL REMODEL:  NEW TILE, NEW PEBBLE, NEW LIGHT AND SPLIT MAIN DRAIN FOR EXISTING POOL","3260 LA CANADA, LAFAYETTE CA 945494708","Finaled",
"03/13/2014","BIP14-002039","Building/Residential/P/Pool","REMODEL EXISITNG POOL, NEW SPA,PLASTER, TILE, COPING, DECKING, EQUIPMENT, GAS FIREPIT AND STUB BBQ","140 VIA BONITA, ALAMO CA 945071838","Finaled",
"03/13/2014","BIP14-002015","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA (MASTER PLAN --- PRJ14-00...), TO INCLUDE GAS AND ELECTRICAL STUBOUTS FOR BBQ AND FIREPIT","156 CAMILLE AVE, ALAMO CA 945072408","Finaled",
"03/12/2014","BIP14-001963","Building/Residential/P/Pool","REMODEL EXISTING POOL AND SPA, ADD WATERFALL AND RELOCATE EQUIPMENT","221 LARK LN, ALAMO CA 945071817","Finaled",
"03/11/2014","BIP14-001955","Building/Residential/P/Pool","POOL REMODEL:  NEW PLASTER, TILE, COPING, DECKING AND FILTER IN SAME SAME LOCATION","65 DIABLO VIEW RD, ORINDA CA 945631525","Finaled",
"03/10/2014","BIP14-001848","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","1801 ST MARYS RD, MORAGA CA 94556","Finaled",
"03/10/2014","BIP14-001833","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL & SPA, WITH GAS AND ELECTRIC STUBS FOR FUTURE BBQ","33 KIMBERLEY PL, ALAMO CA 945072064","Finaled",
"03/07/2014","BIP14-001805","Building/Residential/P/Pool","286 SQ FT INGROUND GUNITE SWIMMING POOL (NON-HEATED) WITH UP TO 400 SQ FT OF CONCRETEREVISION TO SETBACK OK","2006 COLMAR ST, DANVILLE CA 94526","Finaled",
"03/06/2014","BIP14-001749","Building/Residential/P/Pool","SWIMMING POOL AND SPA REMODEL, NEW SITTING WALL, INSTALL AUTOMATIC POOL SAFETY COVER, REPLACING EXISTING POOL/SPA EQUIPMENT. PER PLANS","3388 SILVER SPRINGS CT, LAFAYETTE CA 945495248","Finaled",
"03/05/2014","BIP14-001734","Building/Residential/P/Pool","REMODEL EXISITNG POOL.  INSTALL NEW PEBBLE TECH FINISH.  REPLACE LIGHT AND PLUMBING TO POOL HOUSE.  INSTALL HOT TUB IN POOL AND MOTOR FOR POOL COVER.","98 DIABLO VIEW RD, ORINDA CA 945631507","Finaled",
"03/05/2014","BIP14-001730","Building/Residential/P/Pool","INGROUND GUNITE SWIMMING POOL &SPA (HEATED).5/14/14 REVISION TO CHANGE LOCATION OF SPA OK PER PLANNING. SIGNED R. HYMER.","49 WINFIELD LN, WALNUT CREEK CA 945952640","Finaled",
"03/05/2014","BIP14-001712","Building/Residential/P/Pool","POOL REMODEL","120 PANORAMIC WAY, WALNUT CREEK CA 945951608","Finaled",
"03/03/2014","BIP14-001635","Building/Residential/P/Pool","POOL PER PLANS","3372 MC GRAW LN, LAFAYETTE CA 945492314","Expired",
"03/03/2014","BIP14-001632","Building/Residential/P/Pool","POOL REMODEL,REPAIR PLASTER,TILE COPING AND SPLIT DRAIN ON EXISTING POOL. REMOVE DIVING BOARD.","556 SILVERADO DR, LAFAYETTE CA 945495530","Expired",
"02/28/2014","BIP14-001580","Building/Residential/P/Pool","POOL REMODEL","46 VIA LUCIA S LN, ALAMO CA 94507","Finaled",
"02/27/2014","BIP14-001555","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA(MASTER PLAN 14-00023 )","2093 CALLE LOS CALLADOS, DIABLO CA 94528","Finaled",
"02/27/2014","BIP14-001552","Building/Residential/P/Pool","NEW POOL AND SPA.","570 PINE CREEK RD, WALNUT CREEK CA 945985136","Finaled",
"02/26/2014","BIP14-001494","Building/Residential/P/Pool","NEW INGRUOND GUNITE POOL AND DECKINGMASTER POOL #PJ14-00008","12807 MARSH CREEK RD, CLAYTON CA 945179738","Finaled",
"02/25/2014","BIP14-001449","Building/Residential/P/Pool","POOL REMODEL ONLY PER PLANS","131 VIA LUCIA, ALAMO CA 945071525","Finaled",
"02/24/2014","BIP14-001418","Building/Residential/P/Pool","NEW POOL AND SPA","2910 WINDTREE CT, LAFAYETTE CA 945494824","Finaled",
"02/19/2014","BIP14-001305","Building/Residential/P/Pool","REPLASTER POOL ONLY","2677 OAK RD, 100, WALNUT CREEK CA 945977805","Finaled",
"02/19/2014","BIP14-001288","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA","327 OROVILLE CT, DISCOVERY BAY CA 945052600","Finaled",
"02/18/2014","BIP14-001284","Building/Residential/P/Pool","POOL REMODEL WITH NEW SPA PER PLANS","660 LOS PALOS DR, LAFAYETTE CA 945495325","Finaled",
"02/18/2014","BIP14-001269","Building/Residential/P/Pool","EXISTING POOL REMODEL WITH NEW SPA","660 LOS PALOS DR, LAFAYETTE CA 945495325","Cancelled",
"02/18/2014","BIP14-001260","Building/Residential/P/Pool","POOL REMODEL","1624 SILVER DELL RD, LAFAYETTE CA 945492110","Expired",
"02/14/2014","BIP14-001190","Building/Residential/P/Pool","SWIMMING POOL AND SPA","5599 SOUTHBROOK DR, CLAYTON CA 945171041","Finaled",
"02/13/2014","BIP14-001175","Building/Residential/P/Pool","SWIMMING POOL AND SPA* 3-21-14 -- REVISION TO SHIFT FOOTPRINT OF POOL CLOSER TO HOUSE -- BDB *","715 ARDLEIGH CT, SAN RAMON CA 945836011","Finaled",
"02/12/2014","BIP14-001134","Building/Residential/P/Pool","POOL REMODEL TO EXISTING POOL TO INCLUDE REMOVING WALL THAT CONNECTS THE SPA.  REPLACE LIGHTS AND SKIMMER.  UPGRADE DRAINAGE, TILE AND PLASTER.  SEPARATE PERMIT REQUIRED TO REPLACE OR RELOCATE POOL EQUIPMENT.","17 IVANHOE CT, LAFAYETTE CA 945491928","Finaled",
"02/10/2014","BIP14-001039","Building/Residential/P/Pool","NEW UN-HEATED POOL IN REAR YARD,","1668 FOOTHILL PARK CIR, LAFAYETTE CA 945492205","Finaled",
"02/10/2014","BIP14-001033","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","200 MIDHILL RD, MARTINEZ CA 945534204","Finaled",
"01/28/2014","BIP14-000743","Building/Residential/P/Pool","POOKL REMODEL: RELOCATE POOL EQUIPMENT PAD, GAS AND ELECTRIC FOR FUTURE BBQ, EQUPIMENT PAD, ADD SWIM OUT AND PLATEAU IN POOL , NEW LIGHT ON POOL AND SKIMMER","3197 LUNADA LN, ALAMO CA 945071546","Finaled",
"01/28/2014","BIP14-000733","Building/Residential/P/Pool","REMODEL EXISTING POOL IN SAME LOCATION AND CONFIGURATION AS EXISTING POOL.  REPLACE CONCRETE, NEW COPING AMD PLASTER, NEW SKIMMER, AND NEW POOL DRAIN","1270 MEDFIELD RD, LAFAYETTE CA 945492715","Finaled",
"01/28/2014","BIP14-000717","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA, RUN GAS & ELECTRIC LINES FOR BBQ AND FIRE PIT","340 RED MAPLE DR, DANVILLE CA 945064633","Finaled",
"01/24/2014","BIP14-000659","Building/Residential/P/Pool","INGROUND POOL AND SPA","7 VISTA DEL VALLE, LAFAYETTE CA 94549","Finaled",
"01/24/2014","BIP14-000653","Building/Residential/P/Pool","POOL REMODEL:  NEW TILE, PLASTER, LED LIGHTS, PLUMBING, UPGRADE FILTER PUMP.","2790 MOSSY OAK DR, DANVILLE CA 945062118","Finaled",
"01/24/2014","BIP14-000636","Building/Residential/P/Pool","NEW UNHEATED INGROUND GUNITE POOL","5731 GREENFIELD WAY, DISCOVERY BAY CA 945051403","Finaled",
"01/21/2014","BIP14-000519","Building/Residential/P/Pool","NEW POOL AND EQUIPMENT IN REAR YARD MEETING SETBACKS.","3662 HAPPY VALLEY RD, LAFAYETTE CA 945493040","Finaled",
"01/21/2014","BIP14-000490","Building/Residential/P/Pool","GUINITE POOL AND SPA","339 CORRIE PL, ALAMO CA 945072063","Expired",
"01/16/2014","BIP14-000428","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL","1700 RELIEZ VALLEY RD, LAFAYETTE CA 945492152","Withdrawn",
"01/14/2014","BIP14-000356","Building/Residential/P/Pool","IN GROUND POOL AND SPA , BBQ AND FIRE PIT","3426 STAGE COACH DR, LAFAYETTE CA 945491818","Finaled",
"01/14/2014","BIP14-000355","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA2/4/14 - REVISED SITE PLAN AND RELOCATION OF POOL EQUIPMENT","829 TOPPER LN, LAFAYETTE CA 945495119","Finaled",
"01/14/2014","BIP14-000342","Building/Residential/P/Pool","MASTER PLAN POOL UNHEATED","15 SEMINARY RIDGE PL, CLAYTON CA 94517","Finaled",
"01/14/2014","BIP14-000341","Building/Residential/P/Pool","NEW STAMPED CONCRETE POOL DECKING AND POOL PLASTER","429 NOB HILL DR, WALNUT CREEK CA 945966713","Finaled",
"01/13/2014","BIP14-000317","Building/Residential/P/Pool","POOL REMODEL - REMOVE AND REPLACE COPING, TILE AND FIBERGLASS AND REPLACE POOL EQUIPMENT PER PLAN","3431 ST MARYS RD, LAFAYETTE CA 945495032","Finaled",
"01/13/2014","BIP14-000311","Building/Residential/P/Pool","NEW SWIMMING POOL","2530 CABALLO RANCHERO DR, DIABLO CA 94528","Finaled",
