"File Date","Record Number","Record Type","Description","Address","Status",
"06/25/1991","BISP0000171565","Building/Residential/SP/Spa","SPA","1261 PANORAMA DR, LAFAYETTE CA","Finaled",
"05/31/1991","BISP0000171014","Building/Residential/SP/Spa","PORTABLE SPA IN THE GROUND","3290 PHILLIPS RD, LAFAYETTE CA","Finaled",
"04/11/1991","BISP0000169945","Building/Residential/SP/Spa","SPA","850 PEPPERWOOD DR, DANVILLE CA","Finaled",
"04/02/1991","BISP0000169795","Building/Residential/SP/Spa","SPA","3148 VIA LARGA, ALAMO CA","Finaled",
"03/13/1991","BISP0000169493","Building/Residential/SP/Spa","IN-GROUND SPA","2 ELLIS CT, LAFAYETTE CA","Expired",
"02/26/1991","BISP0000169241","Building/Residential/SP/Spa","IN-GROUND SPA","1282 SUNSET LOOP, LAFAYETTE CA","Finaled",
"02/21/1991","BISP0000169158","Building/Residential/SP/Spa","SPA","20 BROOKBANK RD, ORINDA CA","Expired",
"01/22/1991","BISP0000168671","Building/Residential/SP/Spa","SPA","3075 STONEGATE DR, ALAMO CA","Finaled",
"12/10/1990","BISP0000168075","Building/Residential/SP/Spa","SPA","1876 EAGLE PEAK AVE, CLAYTON CA","Finaled",
"11/28/1990","BISP0000167847","Building/Residential/SP/Spa","SPA","260 SOUTH AVE, ALAMO CA","Finaled",
"11/14/1990","BISP0000167651","Building/Residential/SP/Spa","SPA","209 ROUND HOUSE PL, CLAYTON CA","Finaled",
"11/05/1990","BISP0000167433","Building/Residential/SP/Spa","FIBER GLASS SPA","58 SUGAR PINE LN, DANVILLE CA","Expired",
"10/09/1990","BISP0000166828","Building/Residential/SP/Spa","SPA","3777 VIA GRANADA, MORAGA CA","Finaled",
"09/20/1990","BISP0000166399","Building/Residential/SP/Spa","SPA INSTALLATION","110 WINESTONE CT, DANVILLE CA","Finaled",
"09/06/1990","BISP0000166035","Building/Residential/SP/Spa","SPA","322 CANTERBURRY CT, ALAMO CA","Finaled",
"09/06/1990","BISP0000166034","Building/Residential/SP/Spa","FIBERGLASS SPA","30 OAK TRAIL CT, ALAMO CA","Finaled",
"08/23/1990","BISP0000165756","Building/Residential/SP/Spa","SPA","9 SONGBIRD CT, LAFAYETTE CA","Finaled",
"08/23/1990","BISP0000165755","Building/Residential/SP/Spa","SPA","16 FALLEN LEAF TERR, ORINDA CA","Finaled",
"08/22/1990","BISP0000165711","Building/Residential/SP/Spa","SPA","2187 PRESTWICK DR, BYRON CA","Finaled",
"07/26/1990","BISP0000165034","Building/Residential/SP/Spa","PERMANENTLY LOCATED SPA","130 LOMBARDY LN, ORINDA CA","Finaled",
"07/17/1990","BISP0000164805","Building/Residential/SP/Spa","SPA","200 THARP DR, MORAGA CA","Finaled",
"07/06/1990","BISP0000164575","Building/Residential/SP/Spa","SPA","361 MAUDE CT, OAKLEY CA","Finaled",
"06/13/1990","BISP0000164012","Building/Residential/SP/Spa","SPA","316 STONY HILL CIR, OAKLEY CA","Finaled",
"05/07/1990","BISP0000163079","Building/Residential/SP/Spa","PRIVATE POOL","2555 JOSEPH DR, ALAMO CA","Cancelled",
"05/04/1990","BISP0000163052","Building/Residential/SP/Spa","SPA","1049 BOCA CANADA, MARTINEZ CA","Finaled",
"05/03/1990","BISP0000163018","Building/Residential/SP/Spa","SPA WITH DECKING/CONC. PAD","7 HACIENDAS RD, ORINDA CA","Finaled",
"04/26/1990","BISP0000162844","Building/Residential/SP/Spa","SPA","4654 BLUM RD, MARTINEZ CA","Finaled",
"04/25/1990","BISP0000162799","Building/Residential/SP/Spa","SPA IN GROUND","3766 DEER TRAIL CT, DANVILLE CA","Expired",
"04/23/1990","BISP0000162709","Building/Residential/SP/Spa","FIBERGLASS SPA","618 BANISTER LN, ALAMO CA","Expired",
"04/23/1990","BISP0000162708","Building/Residential/SP/Spa","FIBERGLASS  SPA","4053 EAGLE NEST LN, DANVILLE CA","Finaled",
"04/17/1990","BISP0000162540","Building/Residential/SP/Spa","SPA","29 BRIONES CT, PITTSBURG CA","Finaled",
"04/05/1990","BISP0000162289","Building/Residential/SP/Spa","COMPLETE PERMIT Z05319B","708 GLENSIDE CIR, LAFAYETTE CA","Finaled",
"04/03/1990","BISP0000162213","Building/Residential/SP/Spa","IN-GROUND SPA","71 INCLINE GREEN LN, ALAMO CA","Finaled",
"03/13/1990","BISP0000161693","Building/Residential/SP/Spa","SPA","2235 GRANITE DR, ALAMO CA","Finaled",
"02/15/1990","BISP0000161151","Building/Residential/SP/Spa","SPA","3012 DEER MEADOW DR, DANVILLE CA","Expired",
"01/23/1990","BISP0000160674","Building/Residential/SP/Spa","IN GROUND SPA","126 KAREN LN, MARTINEZ CA","Finaled",
"01/03/1990","BISP0000160259","Building/Residential/SP/Spa","IN-GROUND FIBERGLASS SPA","105 WINESTONE CT, DANVILLE CA","Finaled",
